X,Y,jurisdiction,platformtype,platformid,sourcerecord,objectid,operator,platformname
-9951500.5362,3337122.5972,Federal,,1093,Bureau of Ocean Energy Management,1979,,E-AUX
-10015135.5378,3395167.5784,Federal,,2702,Bureau of Ocean Energy Management,1980,,State GI 17S
-10245489.6415,3430368.0837,Federal,,2692,Bureau of Ocean Energy Management,1981,,234
-9856167.7541,3416761.8051,Federal,,2644,Bureau of Ocean Energy Management,1982,,B
-10096106.9682,3363578.8598,Federal,,26024,Bureau of Ocean Energy Management,1983,,G
-10257617.9331,3324752.1675,Federal,,2656,Bureau of Ocean Energy Management,1984,,F
-10332897.5776,3262043.5546,Federal,,2711,Bureau of Ocean Energy Management,1985,,B
-10032353.9423,3382579.8207,Federal,,2669,Bureau of Ocean Energy Management,1986,,Well 1
-10111541.086,3052193.4784,Federal,,2503,Bureau of Ocean Energy Management,1987,,A-Turritella
-10148068.814,3389835.1986,Federal,,2648,Bureau of Ocean Energy Management,1988,,Z-TRANSCO
-10076735.95,3115019.262,Federal,,2422,Bureau of Ocean Energy Management,1989,,A-Big Foot
-10251447.0795,3333309.5315,Federal,,2694,Bureau of Ocean Energy Management,1990,,G
-10163221.1791,3353455.7684,Federal,,2672,Bureau of Ocean Energy Management,1991,,1
-9788790.6881,3321504.7437,Federal,,2623,Bureau of Ocean Energy Management,1992,,A-Appomattox
-10059461.1046,3145170.0807,Federal,,2665,Bureau of Ocean Energy Management,1993,,ARGOS
-10029665.7692,3188580.2109,Federal,,2710,Bureau of Ocean Energy Management,1994,,"A-""Kings Quay"""
-10097774.935,3370354.3772,Federal,,22442,Bureau of Ocean Energy Management,1995,,11
-16552787.8454,11230718.3996,Joint Alaska/Federal,Artificial Island,,Bureau of Ocean Energy Management,1996,Hilcorp Alaska LLC. and Murphy Oil Company,Northstar Island (Seal Island)
-10463794.6622,3447135.6256,Texas,Platform,GOM-10-924,Texas General Land Office,1997,,
-10464233.2294,3447062.13,Texas,Platform,GOM-10-926,Texas General Land Office,1998,,
-10621593.5972,3338144.6266,Texas,Platform,GOM-366-2545,Texas General Land Office,1999,,
-10635098.9717,3339200.531,Texas,Platform,GOM-369-2540,Texas General Land Office,2000,,
-10634872.942,3338090.4815,Texas,Platform,GOM-369-2547,Texas General Land Office,2001,,
-10679660.7042,3306966.0238,Texas,Platform,GOM-479-2786,Texas General Land Office,2002,,
-10534309.4207,3427809.1163,Texas,Platform,GOM-182-1478,Texas General Land Office,2003,,
-10815596.9784,3260288.3241,Texas,Platform,COPB-96-3127,Texas General Land Office,2004,,
-10816061.1892,3259832.985,Texas,Platform,COPB-96-3135,Texas General Land Office,2005,,
-10815627.3142,3259376.9813,Texas,Platform,COPB-96-3144,Texas General Land Office,2006,,
-10621376.9358,3343666.4874,Texas,Platform,GOM-340-2516,Texas General Land Office,2007,,
-10487474.1813,3436967.1966,Texas,Platform,GOM-31-1280,Texas General Land Office,2008,,
-10555528.344,3391760.3803,Texas,Platform,GOM-214-1867,Texas General Land Office,2009,,
-10767070.2984,3256075.0266,Texas,Platform,GOM-629-3178,Texas General Land Office,2010,,
-10474390.7956,3442339.77,Texas,Platform,GOM-23-1165,Texas General Land Office,2011,,
-10476419.0613,3442754.7918,Texas,Platform,GOM-24-1153,Texas General Land Office,2012,,
-10476500.3134,3442774.3808,Texas,Platform,GOM-24-1152,Texas General Land Office,2013,,
-10477382.6856,3442956.6357,Texas,Platform,GOM-24-1138,Texas General Land Office,2014,,
-10667084.5599,3315214.3199,Texas,Platform,GOM-440-2711,Texas General Land Office,2015,,
-10668946.8738,3314667.7602,Texas,Platform,GOM-441-2713,Texas General Land Office,2016,,
-10728816.8983,3278301.8358,Texas,Platform,GOM-563-2927,Texas General Land Office,2017,,
-10730107.5515,3278198.6017,Texas,Platform,GOM-562-2928,Texas General Land Office,2018,,
-10618535.2786,3351547.7033,Texas,Platform,GOM-414-2321,Texas General Land Office,2019,,
-10584715.7542,3444315.5509,Texas,Platform,CLLA-1-1066,Texas General Land Office,2020,,
-10668445.1679,3315762.6338,Texas,Platform,GOM-441-2710,Texas General Land Office,2021,,
-10680984.3074,3310526.9524,Texas,Platform,GOM-446-2749,Texas General Land Office,2022,,
-10681414.1739,3310752.2998,Texas,Platform,GOM-446-2746,Texas General Land Office,2023,,
-10496814.6232,3432246.3017,Texas,Platform,GOM-55-1440,Texas General Land Office,2024,,
-10497831.8774,3431487.9689,Texas,Platform,GOM-55-1452,Texas General Land Office,2025,,
-10497831.8774,3431487.9689,Texas,Platform,GOM-55-1451,Texas General Land Office,2026,,
-10813145.6937,3261695.9104,Texas,Platform,COPB-81-3115,Texas General Land Office,2027,,
-10814142.0949,3261612.0956,Texas,Platform,COPB-82-3117,Texas General Land Office,2028,,
-10556500.9105,3394205.7063,Texas,Platform,GOM-186-1862,Texas General Land Office,2029,,
-10727435.0106,3321518.7375,Texas,Platform,MB-150-2678,Texas General Land Office,2030,,
-10705072.7423,3296905.0756,Texas,Platform,GOM-520-2859,Texas General Land Office,2031,,
-10666812.3782,3317978.8663,Texas,Platform,GOM-440-2697,Texas General Land Office,2032,,
-10678101.1335,3307421.6489,Texas,Platform,GOM-478-2785,Texas General Land Office,2033,,
-10703031.4066,3301530.2447,Texas,Platform,GOM-485-2831,Texas General Land Office,2034,,
-10703002.3308,3301833.1543,Texas,Platform,GOM-485-2815,Texas General Land Office,2035,,
-10702412.2065,3301016.7837,Texas,Platform,GOM-485-2834,Texas General Land Office,2036,,
-10702577.9531,3300744.3171,Texas,Platform,GOM-485-2837,Texas General Land Office,2037,,
-10702100.9978,3300270.3802,Texas,Platform,GOM-485-2839,Texas General Land Office,2038,,
-10706638.6037,3297854.0089,Texas,Platform,GOM-520-2853,Texas General Land Office,2039,,
-10759744.7457,3262356.0531,Texas,Platform,GOM-628-3113,Texas General Land Office,2040,,
-10449895.186,3461364.4397,Texas,Platform,GOM-4-656,Texas General Land Office,2041,,
-10691060.4588,3302290.4686,Texas,Platform,GOM-487-2802,Texas General Land Office,2042,,
-10692487.6149,3303424.1834,Texas,Platform,GOM-487-2793,Texas General Land Office,2043,,
-10692387.5556,3302320.1764,Texas,Platform,GOM-487-2800,Texas General Land Office,2044,,
-10548465.4103,3470973.7578,Texas,Platform,TB-22-23B-497,Texas General Land Office,2045,,
-10477928.8583,3455112.3759,Texas,Platform,GOM-60-813,Texas General Land Office,2046,,
-10649070.8359,3351722.6638,Texas,Platform,CCR-NT-2317,Texas General Land Office,2047,,
-10682831.3454,3313432.6772,Texas,Platform,GOM-446-2716,Texas General Land Office,2048,,
-10485599.2002,3451365.6745,Texas,Platform,GOM-77-830,Texas General Land Office,2049,,
-10558292.1888,3455123.2356,Texas,Platform,GB-87-812,Texas General Land Office,2050,,
-10555622.8681,3454691.9921,Texas,Platform,GB-86-814,Texas General Land Office,2051,,
-10560072.5327,3454189.7461,Texas,Platform,GB-99-815,Texas General Land Office,2052,,
-10558757.6092,3453500.2266,Texas,Platform,GB-100-821,Texas General Land Office,2053,,
-10481115.0619,3442347.0967,Texas,Platform,GOM-24-1164,Texas General Land Office,2054,,
-10561131.1315,3450614.8692,Texas,Platform,GB-132-838,Texas General Land Office,2055,,
-10479861.026,3445200.455,Texas,Platform,GOM-24-1016,Texas General Land Office,2056,,
-10480234.2842,3441473.108,Texas,Platform,GOM-24-1177,Texas General Land Office,2057,,
-10682338.4494,3311255.8173,Texas,Platform,GOM-446-2735,Texas General Land Office,2058,,
-10835138.853,3221161.968,Texas,Platform,CCB-62-3557,Texas General Land Office,2059,,
-10684398.8784,3312496.8001,Texas,Platform,GOM-446-2721,Texas General Land Office,2060,,
-10691989.8642,3300861.0829,Texas,Platform,GOM-487-2836,Texas General Land Office,2061,,
-10691902.1059,3301316.7668,Texas,Platform,GOM-487-2832,Texas General Land Office,2062,,
-10692665.6543,3301542.1715,Texas,Platform,GOM-487-2830,Texas General Land Office,2063,,
-10695716.0358,3298389.9051,Texas,Platform,GOM-487-2849,Texas General Land Office,2064,,
-10696358.2785,3297726.0265,Texas,Platform,GOM-519-2854,Texas General Land Office,2065,,
-10703581.5447,3295306.0849,Texas,Platform,GOM-520-2867,Texas General Land Office,2066,,
-10704623.059,3295442.8854,Texas,Platform,GOM-520-2865,Texas General Land Office,2067,,
-10717760.3521,3282835.5485,Texas,Platform,GOM-558-2922,Texas General Land Office,2068,,
-10829827.585,3218713.1788,Texas,Platform,CCB-49-3588,Texas General Land Office,2069,,
-10819750.69,3194227.8872,Texas,Platform,GOM-926-3716,Texas General Land Office,2070,,
-10816773.3067,3187778.3441,Texas,Platform,GOM-818-3727,Texas General Land Office,2071,,
-10816532.7941,3187376.6946,Texas,Platform,GOM-818-3729,Texas General Land Office,2072,,
-10816250.7716,3188208.3696,Texas,Platform,GOM-818-3730,Texas General Land Office,2073,,
-10818089.2068,3187771.2942,Texas,Platform,GOM-818-3728,Texas General Land Office,2074,,
-10551840.8434,3464331.1116,Texas,Platform,TB-6-7A-594,Texas General Land Office,2075,,
-10548879.8314,3460554.7972,Texas,Platform,TB-1-4B-685,Texas General Land Office,2076,,
-10556019.232,3456196.2469,Texas,Platform,GB-74-785,Texas General Land Office,2077,,
-10558958.1083,3456656.8611,Texas,Platform,GB-88-778,Texas General Land Office,2078,,
-10558151.6942,3456157.6942,Texas,Platform,GB-88-787,Texas General Land Office,2079,,
-10558750.3501,3456121.3438,Texas,Platform,GB-88-788,Texas General Land Office,2080,,
-10558828.1093,3456085.7006,Texas,Platform,GB-88-789,Texas General Land Office,2081,,
-10558417.1637,3455778.9291,Texas,Platform,GB-88-798,Texas General Land Office,2082,,
-10556082.7828,3456175.3673,Texas,Platform,GB-74-786,Texas General Land Office,2083,,
-10557482.1957,3456042.2836,Texas,Platform,GB-74-792,Texas General Land Office,2084,,
-10557184.3963,3455794.2171,Texas,Platform,GB-87-797,Texas General Land Office,2085,,
-10557401.5614,3455655.3032,Texas,Platform,GB-87-800,Texas General Land Office,2086,,
-10557890.8189,3455530.5535,Texas,Platform,GB-87-805,Texas General Land Office,2087,,
-10557933.9691,3455806.5379,Texas,Platform,GB-87-796,Texas General Land Office,2088,,
-10557827.0008,3456062.7631,Texas,Platform,GB-87-790,Texas General Land Office,2089,,
-10557062.2335,3455643.8968,Texas,Platform,GB-87-801,Texas General Land Office,2090,,
-10576776.8276,3435161.2245,Texas,Platform,GUBY-NT-1343,Texas General Land Office,2091,,
-10605195.8524,3359446.5072,Texas,Platform,GOM-307-2274,Texas General Land Office,2092,,
-10815334.0418,3259291.5281,Texas,Platform,COPB-97-3148,Texas General Land Office,2093,,
-10816126.4493,3259376.3491,Texas,Platform,COPB-96-3145,Texas General Land Office,2094,,
-10816063.6612,3258917.368,Texas,Platform,COPB-96-3153,Texas General Land Office,2095,,
-10715436.634,3327219.5689,Texas,Platform,MB-303-2646,Texas General Land Office,2096,,
-10807114.1923,3237666.9298,Texas,Platform,CCB-273-3320,Texas General Land Office,2097,,
-10552896.1992,3472677.6487,Texas,Platform,TB-18-19D-441,Texas General Land Office,2098,,
-10546103.1045,3471278.7287,Texas,Platform,TB-26-27A-483,Texas General Land Office,2099,,
-10546755.7357,3470528.1196,Texas,Platform,TB-22-23A-523,Texas General Land Office,2100,,
-10696877.325,3312573.8707,Texas,Platform,GOM-582-2720,Texas General Land Office,2101,,
-10524656.8525,3444129.9782,Texas,Platform,EB-180-1075,Texas General Land Office,2102,,
-10543975.2972,3432947.3016,Texas,Platform,GB-236-1432,Texas General Land Office,2103,,
-10647829.6503,3326964.5043,Texas,Platform,GOM-403-2654,Texas General Land Office,2104,,
-10666097.403,3319108.8575,Texas,Platform,GOM-440-2692,Texas General Land Office,2105,,
-10659193.512,3327122.7686,Texas,Platform,GOM-405-2651,Texas General Land Office,2106,,
-10670890.8784,3326730.5577,Texas,Platform,GOM-519-2656,Texas General Land Office,2107,,
-10814473.0703,3255202.9347,Texas,Platform,COPB-122-3200,Texas General Land Office,2108,,
-10547373.5964,3462605.1339,Texas,Platform,TB-5-8B-634,Texas General Land Office,2109,,
-10821808.0301,3214141.1772,Texas,Platform,CCB-87-3615,Texas General Land Office,2110,,
-10451281.8321,3487667.1029,Texas,Platform,SBLA-29-190,Texas General Land Office,2111,,
-10452611.4542,3487357.8381,Texas,Platform,SBLA-30-193,Texas General Land Office,2112,,
-10452756.7067,3486220.623,Texas,Platform,SBLA-30-198,Texas General Land Office,2113,,
-10454793.4512,3482504.8808,Texas,Platform,SBLA-36-210,Texas General Land Office,2114,,
-10557404.0068,3443943.0608,Texas,Platform,GB-225-1090,Texas General Land Office,2115,,
-10815366.7131,3225165.319,Texas,Platform,CCB-348-3496,Texas General Land Office,2116,,
-10558625.4176,3441426.4546,Texas,Platform,GB-246-1180,Texas General Land Office,2117,,
-10782036.9303,3269865.1764,Texas,Platform,MESB-12-3007,Texas General Land Office,2118,,
-10782034.1172,3269894.6342,Texas,Platform,MESB-12-3006,Texas General Land Office,2119,,
-10782082.0148,3269940.5426,Texas,Platform,MESB-12-3005,Texas General Land Office,2120,,
-10745333.8296,3309922.2658,Texas,Platform,POWLA-32-2757,Texas General Land Office,2121,,
-10548156.1553,3470510.9544,Texas,Platform,TB-22-23B-525,Texas General Land Office,2122,,
-10548148.3792,3470449.8588,Texas,Platform,TB-22-23B-527,Texas General Land Office,2123,,
-10548097.261,3470543.2269,Texas,Platform,TB-22-23B-522,Texas General Land Office,2124,,
-10462693.2475,3459255.0027,Texas,Platform,GOM-19-723,Texas General Land Office,2125,,
-10778888.1919,3266447.0218,Texas,Platform,MESB-26-3023,Texas General Land Office,2126,,
-10565206.8602,3435217.2737,Texas,Platform,GB-331-1339,Texas General Land Office,2127,,
-10551912.6022,3425082.4267,Texas,Platform,GB-343-1479,Texas General Land Office,2128,,
-10800099.0879,3251149.0388,Texas,Platform,AB-175-3252,Texas General Land Office,2129,,
-10561588.0957,3456261.0756,Texas,Platform,GB-98-784,Texas General Land Office,2130,,
-10557010.6243,3455399.3119,Texas,Platform,GB-87-807,Texas General Land Office,2131,,
-10648579.9143,3347895.7031,Texas,Platform,CCR-NT-2433,Texas General Land Office,2132,,
-10782064.9779,3269094.713,Texas,Platform,MESB-13-3009,Texas General Land Office,2133,,
-10779469.3729,3268615.0036,Texas,Platform,MESB-25-3013,Texas General Land Office,2134,,
-10782211.8885,3268348.7937,Texas,Platform,MESB-13-3015,Texas General Land Office,2135,,
-10560356.899,3443686.9282,Texas,Platform,GB-247-1110,Texas General Land Office,2136,,
-10743533.5713,3311092.0085,Texas,Platform,POWLA-49-2736,Texas General Land Office,2137,,
-10822269.9479,3217591.6459,Texas,Platform,CCB-470-3596,Texas General Land Office,2138,,
-10875839.6719,3168873.7759,Texas,Platform,CADG-82-3743,Texas General Land Office,2139,,
-10875662.4434,3168745.2895,Texas,Platform,CADG-82-3744,Texas General Land Office,2140,,
-10818767.0572,3221741.6743,Texas,Platform,CCB-425-3549,Texas General Land Office,2141,,
-10820312.0233,3221747.1063,Texas,Platform,CCB-444-3548,Texas General Land Office,2142,,
-10712167.9964,3287815.7311,Texas,Platform,GOM-526-2903,Texas General Land Office,2143,,
-10803066.9312,3270614.3031,Texas,Platform,COPB-9-2992,Texas General Land Office,2144,,
-10802456.3863,3271853.8987,Texas,Platform,COPB-3-2980,Texas General Land Office,2145,,
-10797019.4863,3254928.3317,Texas,Platform,AB-154-3208,Texas General Land Office,2146,,
-10800099.8813,3252084.4186,Texas,Platform,AB-167-3243,Texas General Land Office,2147,,
-10816903.9619,3224290.4214,Texas,Platform,CCB-397-3507,Texas General Land Office,2148,,
-10837344.051,3223785.9624,Texas,Platform,CCB-56-3513,Texas General Land Office,2149,,
-10875884.8468,3169727.6173,Texas,Platform,CADG-84-3739,Texas General Land Office,2150,,
-10875266.2228,3170075.3577,Texas,Platform,CADG-81-3738,Texas General Land Office,2151,,
-10875590.0643,3169279.3521,Texas,Platform,CADG-81-3741,Texas General Land Office,2152,,
-10843089.4074,3160630.5591,Texas,Platform,LAM-211-3783,Texas General Land Office,2153,,
-10843103.7992,3160828.6969,Texas,Platform,LAM-211-3781,Texas General Land Office,2154,,
-10550192.0493,3470918.894,Texas,Platform,TB-18-19C-501,Texas General Land Office,2155,,
-10551937.867,3460204.0929,Texas,Platform,TB-46-694,Texas General Land Office,2156,,
-10558335.3513,3456720.8267,Texas,Platform,GB-73-775,Texas General Land Office,2157,,
-10548227.1215,3462267.5406,Texas,Platform,TB-5-8B-642,Texas General Land Office,2158,,
-10543336.5702,3470891.4645,Texas,Platform,TB-28B-504,Texas General Land Office,2159,,
-10543281.2847,3470905.9062,Texas,Platform,TB-28B-502,Texas General Land Office,2160,,
-10543339.6172,3470946.1879,Texas,Platform,TB-28B-499,Texas General Land Office,2161,,
-10818976.1139,3217157.6265,Texas,Platform,CCB-458-3599,Texas General Land Office,2162,,
-10803127.5855,3239225.248,Texas,Platform,AB-260-3319,Texas General Land Office,2163,,
-10840547.5789,3231956.1526,Texas,Platform,NUB-786-3400,Texas General Land Office,2164,,
-10816410.6505,3227893.7554,Texas,Platform,CCB-351-3467,Texas General Land Office,2165,,
-10809243.0878,3231685.9376,Texas,Platform,CCB-312-3407,Texas General Land Office,2166,,
-10611445.4798,3376496.5848,Texas,Platform,OYCR-NT-2188,Texas General Land Office,2167,,
-10567439.6458,3457199.3648,Texas,Platform,GB-118-755,Texas General Land Office,2168,,
-10567584.5891,3453787.5932,Texas,Platform,GB-128-818,Texas General Land Office,2169,,
-10562344.6345,3443255.3118,Texas,Platform,GB-263-1127,Texas General Land Office,2170,,
-10516672.3388,3422230.6591,Texas,Platform,GOM-98-1494,Texas General Land Office,2171,,
-10517834.6998,3424411.8604,Texas,Platform,GOM-98-1487,Texas General Land Office,2172,,
-10565795.6817,3440993.5116,Texas,Platform,GB-307-1184,Texas General Land Office,2173,,
-10566165.0302,3441698.3135,Texas,Platform,GB-307-1175,Texas General Land Office,2174,,
-10565009.2187,3442366.0256,Texas,Platform,GB-288-1163,Texas General Land Office,2175,,
-10563898.1382,3442654.9791,Texas,Platform,GB-263-1157,Texas General Land Office,2176,,
-10570819.4762,3447361.1315,Texas,Platform,GB-258-915,Texas General Land Office,2177,,
-10568954.3455,3446403.694,Texas,Platform,GB-259-952,Texas General Land Office,2178,,
-10443989.9879,3442946.3059,Texas,Platform,GOM-18-1139,Texas General Land Office,2179,,
-10814386.8629,3204024.1309,Texas,Platform,GOM-903-3677,Texas General Land Office,2180,,
-10812950.4962,3203714.7129,Texas,Platform,GOM-903-3678,Texas General Land Office,2181,,
-10812893.5697,3201398.7305,Texas,Platform,GOM-911-3701,Texas General Land Office,2182,,
-10806660.5275,3198691.0316,Texas,Platform,GOM-794-3705,Texas General Land Office,2183,,
-10812325.6851,3204837.8578,Texas,Platform,GOM-773-3675,Texas General Land Office,2184,,
-10812236.1198,3205557.7629,Texas,Platform,GOM-773-3671,Texas General Land Office,2185,,
-10808035.0597,3211621.3594,Texas,Platform,GOM-889-3631,Texas General Land Office,2186,,
-10808652.5648,3211875.3096,Texas,Platform,GOM-889-3624,Texas General Land Office,2187,,
-10809622.7982,3212392.0668,Texas,Platform,GOM-888-3620,Texas General Land Office,2188,,
-10807247.5493,3215224.8076,Texas,Platform,GOM-882-3611,Texas General Land Office,2189,,
