X,Y,jurisdiction,platformtype,platformid,sourcerecord,objectid,operator,platformname
-10457873.4664,3239671.6338,Federal,,10058,Bureau of Ocean Energy Management,1124,,A
-10488416.7051,3415647.1849,Federal,,10039,Bureau of Ocean Energy Management,1125,,A
-10440940.4617,3406871.9283,Federal,,10042,Bureau of Ocean Energy Management,1126,,1
-10459053.643,3293963.0657,Federal,,10128,Bureau of Ocean Energy Management,1127,,A
-10463052.2531,3232284.6273,Federal,,10140,Bureau of Ocean Energy Management,1128,,D
-10463061.6034,3232212.224,Federal,,10140,Bureau of Ocean Energy Management,1129,,CF
-10467069.9444,3243416.8172,Federal,,10116,Bureau of Ocean Energy Management,1130,,A
-10467100.4483,3243511.4604,Federal,,10116,Bureau of Ocean Energy Management,1131,,B-AUX
-10522075.1581,3398673.3772,Federal,,10082,Bureau of Ocean Energy Management,1132,,A
-10513470.3387,3259687.5733,Federal,,10084,Bureau of Ocean Energy Management,1133,,A
-10512836.0867,3255191.3708,Federal,,10088,Bureau of Ocean Energy Management,1134,,C-AUX
-10467416.8378,3441364.3651,Federal,,10237,Bureau of Ocean Energy Management,1135,,B
-10688151.8834,3228241.8785,Federal,,10249,Bureau of Ocean Energy Management,1136,,B
-10688250.627,3228246.789,Federal,,10249,Bureau of Ocean Energy Management,1137,,C-AUX
-10688104.3484,3228240.6192,Federal,,10249,Bureau of Ocean Energy Management,1138,,E
-10533742.0188,3227265.3703,Federal,,10212,Bureau of Ocean Energy Management,1139,,A
-10472666.2229,3282478.179,Federal,,10223,Bureau of Ocean Energy Management,1140,,A-PROCESS
-10427413.4432,3244214.0494,Federal,,10175,Bureau of Ocean Energy Management,1141,,A
-10525424.8048,3227936.3127,Federal,,10178,Bureau of Ocean Energy Management,1142,,A-Cerveza
-10436830.5105,3411524.3846,Federal,,10450,Bureau of Ocean Energy Management,1143,,A-PROCESS
-10475446.5616,3249811.7428,Federal,,10285,Bureau of Ocean Energy Management,1144,,A
-10512772.5934,3250736.0117,Federal,,10290,Bureau of Ocean Energy Management,1145,,A
-10499990.1088,3226174.9766,Federal,,10297,Bureau of Ocean Energy Management,1146,,A
-10466182.1338,3440828.7834,Federal,,10298,Bureau of Ocean Energy Management,1147,,A
-10456826.1158,3238068.2766,Federal,,10300,Bureau of Ocean Energy Management,1148,,F
-10462313.0947,3234658.4075,Federal,,10265,Bureau of Ocean Energy Management,1149,,E
-10442276.9307,3238761.2959,Federal,,10524,Bureau of Ocean Energy Management,1150,,A
-10524831.2529,3392280.2742,Federal,,10500,Bureau of Ocean Energy Management,1151,,A
-10689836.5429,3228698.8549,Federal,,10461,Bureau of Ocean Energy Management,1152,,D
-10671326.1082,3299110.868,Federal,,10464,Bureau of Ocean Energy Management,1153,,A
-10400364.2736,3431953.9954,Federal,,20131,Bureau of Ocean Energy Management,1154,,A
-10682858.443,3234163.7914,Federal,,10572,Bureau of Ocean Energy Management,1155,,B
-10419450.4526,3463951.7063,Federal,,20881,Bureau of Ocean Energy Management,1156,,2
-10419245.9518,3464251.8152,Federal,,20891,Bureau of Ocean Energy Management,1157,,A
-10434015.5952,3463246.3647,Federal,,20620,Bureau of Ocean Energy Management,1158,,E
-10432486.6134,3462275.2001,Federal,,20592,Bureau of Ocean Energy Management,1159,,10
-10432512.8852,3462274.559,Federal,,20592,Bureau of Ocean Energy Management,1160,,PROD
-10433943.3486,3463193.32,Federal,,20620,Bureau of Ocean Energy Management,1161,,A
-10433887.1301,3463293.1358,Federal,,20620,Bureau of Ocean Energy Management,1162,,D
-10368945.1925,3447038.9277,Federal,,21700,Bureau of Ocean Energy Management,1163,,G
-10368949.1997,3447068.7449,Federal,,21700,Bureau of Ocean Energy Management,1164,,H
-10368967.2347,3447016.0211,Federal,,21700,Bureau of Ocean Energy Management,1165,,G-AUX
-10366785.4276,3447386.9905,Federal,,21702,Bureau of Ocean Energy Management,1166,,2
-10384033.7666,3439026.1225,Federal,,21402,Bureau of Ocean Energy Management,1167,,E
-10371108.5734,3429599.9779,Federal,,21442,Bureau of Ocean Energy Management,1168,,B
-10384350.3267,3441810.1114,Federal,,21142,Bureau of Ocean Energy Management,1169,,A-AUX1
-10380737.7089,3426210.3706,Federal,,21337,Bureau of Ocean Energy Management,1170,,A-AUX2
-10417457.023,3464227.3822,Federal,,21011,Bureau of Ocean Energy Management,1171,,14
-10369286.2224,3451345.859,Federal,,21138,Bureau of Ocean Energy Management,1172,,D
-10369286.2224,3451345.859,Federal,,21138,Bureau of Ocean Energy Management,1173,,QTR
-10369286.2224,3451345.859,Federal,,21138,Bureau of Ocean Energy Management,1174,,D-AUX
-10369276.6493,3451298.7501,Federal,,21138,Bureau of Ocean Energy Management,1175,,28
-10384385.3929,3441809.472,Federal,,21142,Bureau of Ocean Energy Management,1176,,A
-10368542.3831,3458195.4824,Federal,,21997,Bureau of Ocean Energy Management,1177,,B
-10366294.2257,3458931.3115,Federal,,21755,Bureau of Ocean Energy Management,1178,,A
-10394033.2221,3281635.8271,Federal,,21714,Bureau of Ocean Energy Management,1179,,A
-10375399.6702,3245451.7589,Federal,,21716,Bureau of Ocean Energy Management,1180,,A
-10423826.494,3436622.6807,Federal,,22431,Bureau of Ocean Energy Management,1181,,A
-10423826.494,3436622.6807,Federal,,22431,Bureau of Ocean Energy Management,1182,,AB-PRD
-10423778.0691,3436685.5936,Federal,,22431,Bureau of Ocean Energy Management,1183,,B
-10383578.6749,3440054.0287,Federal,,22438,Bureau of Ocean Energy Management,1184,,10
-10375181.2086,3242146.2139,Federal,,22411,Bureau of Ocean Energy Management,1185,,A
-10367336.9841,3458527.7194,Federal,,22285,Bureau of Ocean Energy Management,1186,,C
-10369533.4248,3454427.892,Federal,,22286,Bureau of Ocean Energy Management,1187,,E
-10369680.066,3452311.3747,Federal,,22150,Bureau of Ocean Energy Management,1188,,F(FMR.18)
-10364103.0616,3459951.1752,Federal,,22182,Bureau of Ocean Energy Management,1189,,D
-9908805.1309,3426480.913,Federal,,21815,Bureau of Ocean Energy Management,1190,,N(N)
-10198062.7092,3403573.27,Federal,,23939,Bureau of Ocean Energy Management,1191,,9
-10100847.6308,3368255.7457,Federal,,26037,Bureau of Ocean Energy Management,1192,,22
-10795797.1406,3103805.1232,Federal,,10345,Bureau of Ocean Energy Management,1193,,JA
-10791328.4962,3102625.3532,Federal,,10310,Bureau of Ocean Energy Management,1194,,A
-10751946.5691,3254206.2938,Federal,,10228,Bureau of Ocean Energy Management,1195,,B
-10729120.0834,3261848.7503,Federal,,10225,Bureau of Ocean Energy Management,1196,,C
-10385156.9697,3441159.7952,Federal,,23777,Bureau of Ocean Energy Management,1197,,12
-10436289.4296,3455400.1322,Federal,,23780,Bureau of Ocean Energy Management,1198,,A
-10373650.1951,3222287.3936,Federal,,23788,Bureau of Ocean Energy Management,1199,,A
-10707967.0954,3214643.2588,Federal,,10093,Bureau of Ocean Energy Management,1200,,A
-10383674.6148,3441304.4533,Federal,,23759,Bureau of Ocean Energy Management,1201,,11
-10397811.5842,3427594.3858,Federal,,23646,Bureau of Ocean Energy Management,1202,,A
-10423344.4501,3419649.7903,Federal,,23036,Bureau of Ocean Energy Management,1203,,A-PROCESS
-10292744.7694,3321927.2822,Federal,,21037,Bureau of Ocean Energy Management,1204,,E-AUX
-10177202.7022,3312776.6541,Federal,,23993,Bureau of Ocean Energy Management,1205,,H
-10139833.5667,3286795.0921,Federal,,23591,Bureau of Ocean Energy Management,1206,,A
-10143645.1294,3357860.8257,Federal,,23580,Bureau of Ocean Energy Management,1207,,42
-10186485.6412,3272279.8127,Federal,,23289,Bureau of Ocean Energy Management,1208,,C
-10113342.4025,3355196.8281,Federal,,23119,Bureau of Ocean Energy Management,1209,,41
-10133291.8662,3328897.5689,Federal,,22707,Bureau of Ocean Energy Management,1210,,C
-10098626.7767,3370853.2433,Federal,,22627,Bureau of Ocean Energy Management,1211,,12
-10149995.4831,3391870.0638,Federal,,22120,Bureau of Ocean Energy Management,1212,,33
-10193562.0319,3311828.7676,Federal,,22164,Bureau of Ocean Energy Management,1213,,A
-10151542.4985,3337222.2566,Federal,,21654,Bureau of Ocean Energy Management,1214,,E
-10197659.7851,3399944.4313,Federal,,21517,Bureau of Ocean Energy Management,1215,,A
-10117173.3469,3309802.7251,Federal,,21395,Bureau of Ocean Energy Management,1216,,E
-10182513.5497,3370891.0498,Federal,,20831,Bureau of Ocean Energy Management,1217,,2
-10119167.0799,3314864.2709,Federal,,20481,Bureau of Ocean Energy Management,1218,,12
-10010926.2345,3318074.5096,Federal,,23893,Bureau of Ocean Energy Management,1219,,A-Alabaster
-9814275.0076,3527888.0766,Federal,,23868,Bureau of Ocean Energy Management,1220,,A
-9880503.7464,3411267.4775,Federal,,23873,Bureau of Ocean Energy Management,1221,,BW-CONTROL
-9851385.3202,3514442.4299,Federal,,23474,Bureau of Ocean Energy Management,1222,,AW
-9914186.7827,3414030.7156,Federal,,23403,Bureau of Ocean Energy Management,1223,,15
-9901888.8213,3435446.0967,Federal,,23409,Bureau of Ocean Energy Management,1224,,A
-9896649.3191,3398706.3443,Federal,,23005,Bureau of Ocean Energy Management,1225,,A
-9913771.2033,3414782.1844,Federal,,22912,Bureau of Ocean Energy Management,1226,,3
-9913482.861,3415921.4066,Federal,,22917,Bureau of Ocean Energy Management,1227,,8
-9914169.1811,3414977.241,Federal,,22922,Bureau of Ocean Energy Management,1228,,13
-9957885.6181,3354571.4055,Federal,,22564,Bureau of Ocean Energy Management,1229,,A
-9964369.1608,3364495.1785,Federal,,22593,Bureau of Ocean Energy Management,1230,,A
-9900145.7838,3420857.3647,Federal,,22603,Bureau of Ocean Energy Management,1231,,A
-9919360.2662,3426287.4192,Federal,,21996,Bureau of Ocean Energy Management,1232,,KC
-10056084.4236,3368476.056,Federal,,22025,Bureau of Ocean Energy Management,1233,,C
-9982693.6203,3394561.3527,Federal,,21831,Bureau of Ocean Energy Management,1234,,E-QTRS
-9936668.0176,3372474.7235,Federal,,21165,Bureau of Ocean Energy Management,1235,,6(V)
-9975157.3529,3393606.8513,Federal,,21273,Bureau of Ocean Energy Management,1236,,A
-10045773.6384,3374626.532,Federal,,20977,Bureau of Ocean Energy Management,1237,,81
-10045723.5078,3327159.5791,Federal,,20608,Bureau of Ocean Energy Management,1238,,P
-9964734.8669,3372060.0012,Federal,,20491,Bureau of Ocean Energy Management,1239,,A
-9936661.5423,3371674.2667,Federal,,20400,Bureau of Ocean Energy Management,1240,,79
-9934379.2526,3371970.9296,Federal,,20281,Bureau of Ocean Energy Management,1241,,23
-9935055.8895,3372676.9958,Federal,,20297,Bureau of Ocean Energy Management,1242,,5(Z)
-10060750.2324,3357321.1947,Federal,,20203,Bureau of Ocean Energy Management,1243,,E
-9975546.7096,3391704.3665,Federal,,20184,Bureau of Ocean Energy Management,1244,,CD
-9975785.297,3392147.4361,Federal,,20150,Bureau of Ocean Energy Management,1245,,P
-10039073.3063,3378201.0628,Federal,,20063,Bureau of Ocean Energy Management,1246,,SD
-9851389.5933,3514367.4017,Federal,,23474,Bureau of Ocean Energy Management,1247,,AP
-10159367.8625,3388070.1141,Federal,,26057,Bureau of Ocean Energy Management,1248,,14
-10247906.2178,3351442.288,Federal,,27017,Bureau of Ocean Energy Management,1249,,JA
-10237179.4193,3418991.3682,Federal,,27043,Bureau of Ocean Energy Management,1250,,177
-10262581.5988,3317763.1288,Federal,,27053,Bureau of Ocean Energy Management,1251,,A
-10119284.7022,3313249.5134,Federal,,26132,Bureau of Ocean Energy Management,1252,,L
-9783111.0827,3515714.7972,Federal,,23894,Bureau of Ocean Energy Management,1253,,
-10173412.4182,3344381.0375,Federal,,20745,Bureau of Ocean Energy Management,1254,,P-VALVE
-10232290.716,3246444.3777,Federal,,27062,Bureau of Ocean Energy Management,1255,,A
-10135072.3842,3326518.5959,Federal,,32019,Bureau of Ocean Energy Management,1256,,F
-10227715.341,3375930.3415,Federal,,90020,Bureau of Ocean Energy Management,1257,,CD(FMER CAIS. 1
-9983157.2069,3395654.7765,Federal,,70022,Bureau of Ocean Energy Management,1258,,AA
-10195998.545,3403218.2497,Federal,,86,Bureau of Ocean Energy Management,1259,,12
-9908578.2625,3425870.8361,Federal,,20393,Bureau of Ocean Energy Management,1260,,CA
-10179785.9986,3383559.09,Federal,,20870,Bureau of Ocean Energy Management,1261,,D-QTR
-10099310.7105,3369084.3743,Federal,,21988,Bureau of Ocean Energy Management,1262,,10
-10251736.7814,3323116.1812,Federal,,21472,Bureau of Ocean Energy Management,1263,,A
-10180202.9526,3373551.4369,Federal,,117,Bureau of Ocean Energy Management,1264,,15
-10089303.6029,3355258.7048,Federal,,116,Bureau of Ocean Energy Management,1265,,E
-10240043.0198,3228889.8612,Federal,,90014,Bureau of Ocean Energy Management,1266,,B(SALSA)
-10183999.8002,3373026.2645,Federal,,139,Bureau of Ocean Energy Management,1267,,CAIS. 33
-10166324.5907,3339985.6449,Federal,,132,Bureau of Ocean Energy Management,1268,,A
-10213904.8745,3366335.622,Federal,,141,Bureau of Ocean Energy Management,1269,,CAIS. 1
-10348711.8954,3241278.0841,Federal,,90028,Bureau of Ocean Energy Management,1270,,A
-9933925.8095,3370917.8198,Federal,,20478,Bureau of Ocean Energy Management,1271,,AA East
-9982683.1565,3394589.2653,Federal,,21831,Bureau of Ocean Energy Management,1272,,E-DRL
-10339063.0674,3241919.1851,Federal,,70,Bureau of Ocean Energy Management,1273,,A
-10196615.6083,3400998.9387,Federal,,176,Bureau of Ocean Energy Management,1274,,7
-10184203.2063,3372320.5692,Federal,,180,Bureau of Ocean Energy Management,1275,,CAIS. 34
-10183248.5273,3374669.3796,Federal,,202,Bureau of Ocean Energy Management,1276,,CAIS. 35
-10158269.5213,3342513.8445,Federal,,196,Bureau of Ocean Energy Management,1277,,C
-10059497.2575,3368708.0198,Federal,,186,Bureau of Ocean Energy Management,1278,,I
-10240694.4015,3215430.8806,Federal,,33039,Bureau of Ocean Energy Management,1279,,A(BALDPATE)
-10466609.2648,3256151.1809,Federal,,209,Bureau of Ocean Energy Management,1280,,JA
-9803586.8709,3419405.7704,Federal,,198,Bureau of Ocean Energy Management,1281,,P
-10105032.9561,3369049.7579,Federal,,218,Bureau of Ocean Energy Management,1282,,9
-9938017.9084,3370578.4684,Federal,,19,Bureau of Ocean Energy Management,1283,,"11""A"""
-10076526.2566,3221205.092,Federal,,67,Bureau of Ocean Energy Management,1284,,A-Genesis Spar
-10130621.0757,3333706.2407,Federal,,242,Bureau of Ocean Energy Management,1285,,G
-10239933.4387,3417984.5787,Federal,,23369,Bureau of Ocean Energy Management,1286,,161
-9808178.8653,3405906.2496,Federal,,70016,Bureau of Ocean Energy Management,1287,,A-Spirit
-10135077.9549,3303440.4003,Federal,,241,Bureau of Ocean Energy Management,1288,,A
-10196336.6811,3402609.6591,Federal,,228,Bureau of Ocean Energy Management,1289,,C
-9813732.0572,3470939.6895,Federal,,257,Bureau of Ocean Energy Management,1290,,A
-9782518.503,3418013.2014,Federal,,258,Bureau of Ocean Energy Management,1291,,A
-10405211.7203,3306258.1694,Federal,,50010,Bureau of Ocean Energy Management,1292,,B-AUX
-10181833.1166,3373990.58,Federal,,263,Bureau of Ocean Energy Management,1293,,17
-9918965.4055,3268439.8357,Federal,,70004,Bureau of Ocean Energy Management,1294,,A-Ursa TLP
-9816095.9035,3412053.6848,Federal,,276,Bureau of Ocean Energy Management,1295,,A
-10260831.4805,3384238.5647,Federal,,22190,Bureau of Ocean Energy Management,1296,,D
-10212899.3255,3348059.0726,Federal,,252,Bureau of Ocean Energy Management,1297,,J
-10057138.8489,3273933.2143,Federal,,290,Bureau of Ocean Energy Management,1298,,A
-9819692.6353,3412487.6319,Federal,,289,Bureau of Ocean Energy Management,1299,,C
-10238715.7659,3351886.1413,Federal,,319,Bureau of Ocean Energy Management,1300,,A
-10238591.1258,3350726.3275,Federal,,317,Bureau of Ocean Energy Management,1301,,B
-10058017.4588,3366618.6442,Federal,,21897,Bureau of Ocean Energy Management,1302,,J
-9964918.327,3396039.6622,Federal,,346,Bureau of Ocean Energy Management,1303,,AH
-9771731.5557,3404854.7115,Federal,,70012,Bureau of Ocean Energy Management,1304,,A-Petronius CT
-10265371.9741,3256229.6123,Federal,,361,Bureau of Ocean Energy Management,1305,,A
-10079726.6331,3255755.669,Federal,,147,Bureau of Ocean Energy Management,1306,,A
-9816740.6287,3524619.0809,Federal,,382,Bureau of Ocean Energy Management,1307,,E-Facility 6
-10189718.8195,3415369.3545,Federal,,21798,Bureau of Ocean Energy Management,1308,,30
-10282891.1429,3413611.0208,Federal,,20922,Bureau of Ocean Energy Management,1309,,B-VALVE
-9822556.0244,3410009.4507,Federal,,408,Bureau of Ocean Energy Management,1310,,A
-9817275.5279,3409967.544,Federal,,407,Bureau of Ocean Energy Management,1311,,A
-9987079.8173,3344012.6504,Federal,,410,Bureau of Ocean Energy Management,1312,,A
-9968828.0205,3332606.5843,Federal,,23846,Bureau of Ocean Energy Management,1313,,B
-10271388.0115,3338347.7327,Federal,,459,Bureau of Ocean Energy Management,1314,,D
-10410373.5715,3245441.0519,Federal,,463,Bureau of Ocean Energy Management,1315,,B
-10188675.7747,3400277.3709,Federal,,514,Bureau of Ocean Energy Management,1316,,VP
-10236893.15,3321377.013,Federal,,33032,Bureau of Ocean Energy Management,1317,,P
-9789838.7235,3389372.2102,Federal,,235,Bureau of Ocean Energy Management,1318,,A-Marlin TLP
-10174971.6361,3345327.8556,Federal,,515,Bureau of Ocean Energy Management,1319,,CG-A-VALVE
-10175058.5896,3345502.3905,Federal,,515,Bureau of Ocean Energy Management,1320,,COMP-B-VALVE
-10174989.0705,3345432.5969,Federal,,515,Bureau of Ocean Energy Management,1321,,C-QTRS
-10174992.4655,3345306.8921,Federal,,515,Bureau of Ocean Energy Management,1322,,FLRPILE-D
-10190025.2739,3415646.1566,Federal,,516,Bureau of Ocean Energy Management,1323,,GM-VALVE
-10391634.7604,3429253.7217,Federal,,517,Bureau of Ocean Energy Management,1324,,PP-VALVE
-10198504.4766,3333862.9874,Federal,,519,Bureau of Ocean Energy Management,1325,,GP-VALVE
-10237661.3142,3353091.4302,Federal,,520,Bureau of Ocean Energy Management,1326,,PP
-10228417.3824,3414392.823,Federal,,495,Bureau of Ocean Energy Management,1327,,CAIS. 201
-10293269.4694,3323658.7158,Federal,,523,Bureau of Ocean Energy Management,1328,,PP
-9814788.9406,3398850.1761,Federal,,113,Bureau of Ocean Energy Management,1329,,A (VIRGO)
-10201893.5077,3314977.962,Federal,,524,Bureau of Ocean Energy Management,1330,,A(PP)-EQUIP
-10330719.9217,3344615.2607,Federal,,525,Bureau of Ocean Energy Management,1331,,GP
-10353256.4743,3303671.7821,Federal,,528,Bureau of Ocean Energy Management,1332,,A-VALVE
-10353310.432,3303667.5101,Federal,,528,Bureau of Ocean Energy Management,1333,,B
-10353364.7318,3303543.8372,Federal,,528,Bureau of Ocean Energy Management,1334,,C-QTRS
-10524829.5906,3392232.8439,Federal,,28051,Bureau of Ocean Energy Management,1335,,C
-10179652.7082,3375549.082,Federal,,554,Bureau of Ocean Energy Management,1336,,19
-10049433.2177,3210177.0171,Federal,,251,Bureau of Ocean Energy Management,1337,,A(ALLEGHENY SEA
-10227036.471,3414700.9533,Federal,,572,Bureau of Ocean Energy Management,1338,,CAIS. 202
-10227007.2351,3418024.6143,Federal,,23241,Bureau of Ocean Energy Management,1339,,D-EQUIPT
-10374653.6961,3455497.2946,Federal,,574,Bureau of Ocean Energy Management,1340,,CAIS. 8
-10264124.2356,3316039.3036,Federal,,580,Bureau of Ocean Energy Management,1341,,H
-10540719.8691,3115897.9665,Federal,,183,Bureau of Ocean Energy Management,1342,,A-Hoover Spar
-10225738.3812,3412252.5237,Federal,,601,Bureau of Ocean Energy Management,1343,,CAIS. 203
-10181336.7011,3408853.1353,Federal,,581,Bureau of Ocean Energy Management,1344,,A
-9822842.8542,3417392.4522,Federal,,619,Bureau of Ocean Energy Management,1345,,A
-10228682.044,3412918.289,Federal,,623,Bureau of Ocean Energy Management,1346,,CAIS. 200
-9908931.7135,3428959.6617,Federal,,622,Bureau of Ocean Energy Management,1347,,CAIS. 5
-10358235.0552,3461003.4078,Federal,,629,Bureau of Ocean Energy Management,1348,,1
-10193766.8998,3345308.6475,Federal,,633,Bureau of Ocean Energy Management,1349,,A-ROW
-10179756.8187,3408164.8789,Federal,,630,Bureau of Ocean Energy Management,1350,,2
-9915470.4378,3428353.6689,Federal,,641,Bureau of Ocean Energy Management,1351,,CAIS. 13
-10227765.8201,3413979.2607,Federal,,24003,Bureau of Ocean Energy Management,1352,,E-DOLPHIN
-10374649.3337,3455487.5035,Federal,,574,Bureau of Ocean Energy Management,1353,,CAIS. 9
-10235702.9393,3419387.8171,Federal,,645,Bureau of Ocean Energy Management,1354,,CAIS. 206
-10230297.615,3414789.0902,Federal,,657,Bureau of Ocean Energy Management,1355,,204
-10284524.9999,3419516.5885,Federal,,661,Bureau of Ocean Energy Management,1356,,1
-10435926.973,3462893.8001,Federal,,674,Bureau of Ocean Energy Management,1357,,25
-10171155.3983,3269683.4372,Federal,,687,Bureau of Ocean Energy Management,1358,,A (TANZANITE)
-10298805.732,3281262.6501,Federal,,683,Bureau of Ocean Energy Management,1359,,A
-10026614.4968,3288055.9801,Federal,,686,Bureau of Ocean Energy Management,1360,,A (HICKORY)
-10194663.7145,3404164.0318,Federal,,693,Bureau of Ocean Energy Management,1361,,D
-10246972.0289,3291484.2944,Federal,,703,Bureau of Ocean Energy Management,1362,,A
-10101436.9251,3367890.147,Federal,,708,Bureau of Ocean Energy Management,1363,,G
-10341157.705,3427561.995,Federal,,25000,Bureau of Ocean Energy Management,1364,,CG-VALVE
-10435032.3079,3308322.8964,Federal,,25002,Bureau of Ocean Energy Management,1365,,HIOS-A-LIQ
-10408694.8822,3261285.4371,Federal,,25005,Bureau of Ocean Energy Management,1366,,HIOS-VALVE
-10435502.3259,3260454.8649,Federal,,25006,Bureau of Ocean Energy Management,1367,,HIOS-VALVE
-10458688.2209,3237722.4547,Federal,,25007,Bureau of Ocean Energy Management,1368,,HIOS-HIA573
-10507356.1681,3242532.5433,Federal,,25008,Bureau of Ocean Energy Management,1369,,HIOS-HIA582
-9818252.0552,3524439.2341,Federal,,25010,Bureau of Ocean Energy Management,1370,,M822(PIPELINE J
-10117449.7718,3371908.3301,Federal,,25011,Bureau of Ocean Energy Management,1371,,A-VALVE
-10104234.8595,3348250.5814,Federal,,25012,Bureau of Ocean Energy Management,1372,,T-25-VALVE
-10160049.4911,3321459.7263,Federal,,25013,Bureau of Ocean Energy Management,1373,,CGP-VALVE
-10117256.5758,3314237.2295,Federal,,25014,Bureau of Ocean Energy Management,1374,,TGPL-VALVE
-10074383.3018,3354570.9714,Federal,,25015,Bureau of Ocean Energy Management,1375,,T-23-VALVE
-10086493.6454,3348877.061,Federal,,25016,Bureau of Ocean Energy Management,1376,,T-21-VALVE
-10067265.4636,3317388.1732,Federal,,25017,Bureau of Ocean Energy Management,1377,,T-22-VALVE
-10443862.2498,3442940.0328,Federal,,25018,Bureau of Ocean Energy Management,1378,,CGP
-10356994.4959,3456436.0529,Federal,,25023,Bureau of Ocean Energy Management,1379,,CG-VALVE
-10401880.9756,3425114.6652,Federal,,25024,Bureau of Ocean Energy Management,1380,,HIOS-VALVE
-10355524.9455,3414641.6453,Federal,,25025,Bureau of Ocean Energy Management,1381,,PP-VALVE
-10150073.7769,3392547.2832,Federal,,717,Bureau of Ocean Energy Management,1382,,CAIS. 39
-10437379.4256,3461865.3588,Federal,,722,Bureau of Ocean Energy Management,1383,,H
-10228709.9927,3322031.6555,Federal,,728,Bureau of Ocean Energy Management,1384,,D (LYNX)
-10181471.3983,3326482.4477,Federal,,753,Bureau of Ocean Energy Management,1385,,A
-10383728.6679,3440649.4959,Federal,,737,Bureau of Ocean Energy Management,1386,,CAIS. 15
-10201576.5915,3370566.4071,Federal,,752,Bureau of Ocean Energy Management,1387,,A
-10261533.5273,3267938.4038,Federal,,745,Bureau of Ocean Energy Management,1388,,A
-10196349.599,3402612.7865,Federal,,228,Bureau of Ocean Energy Management,1389,,10
-10013656.3349,3372324.592,Federal,,766,Bureau of Ocean Energy Management,1390,,I
-9901172.3762,3379360.1907,Federal,,22087,Bureau of Ocean Energy Management,1391,,D
-10162704.5564,3383497.4174,Federal,,775,Bureau of Ocean Energy Management,1392,,24
-10119659.9103,3315609.0729,Federal,,784,Bureau of Ocean Energy Management,1393,,F PUMP
-10457525.549,3300146.4019,Federal,,783,Bureau of Ocean Energy Management,1394,,B
-10229832.8329,3389580.4311,Federal,,791,Bureau of Ocean Energy Management,1395,,CAIS.F
-10152499.7458,3343517.4938,Federal,,21469,Bureau of Ocean Energy Management,1396,,CAIS. 19
-10187642.8231,3375292.3102,Federal,,815,Bureau of Ocean Energy Management,1397,,CAIS. 37
-9951384.62,3377415.3169,Federal,,835,Bureau of Ocean Energy Management,1398,,TK BAT 3
-10187642.8051,3375281.4604,Federal,,815,Bureau of Ocean Energy Management,1399,,CAIS. 37-H
-10160525.2038,3304377.4454,Federal,,859,Bureau of Ocean Energy Management,1400,,J
-10113775.2125,3318430.5292,Federal,,871,Bureau of Ocean Energy Management,1401,,P
-10385549.1586,3440139.8798,Federal,,889,Bureau of Ocean Energy Management,1402,,F
-10183891.4424,3371104.7801,Federal,,898,Bureau of Ocean Energy Management,1403,,12
-10090846.1363,3223215.8563,Federal,,420,Bureau of Ocean Energy Management,1404,,A-Brutus TLP
-10248491.0489,3303465.5936,Federal,,857,Bureau of Ocean Energy Management,1405,,A
-10301382.0735,3259797.3485,Federal,,897,Bureau of Ocean Energy Management,1406,,D
-9845470.1728,3411938.684,Federal,,900,Bureau of Ocean Energy Management,1407,,A
-9969177.6553,3393045.2428,Federal,,20192,Bureau of Ocean Energy Management,1408,,16
-10281542.9962,3345867.3742,Federal,,912,Bureau of Ocean Energy Management,1409,,A
-10401968.3448,3425113.0496,Federal,,25024,Bureau of Ocean Energy Management,1410,,BS1
-10402060.9573,3425111.3368,Federal,,25024,Bureau of Ocean Energy Management,1411,,FLR
-10274720.8891,3374126.6083,Federal,,70026,Bureau of Ocean Energy Management,1412,,FS1
-10274851.4415,3374125.5031,Federal,,70026,Bureau of Ocean Energy Management,1413,,Flare
-10165810.332,3368804.9981,Federal,,913,Bureau of Ocean Energy Management,1414,,A
-10263275.7258,3432882.8276,Federal,,916,Bureau of Ocean Energy Management,1415,,24
-10075856.8307,3374124.1742,Federal,,920,Bureau of Ocean Energy Management,1416,,D
-10146651.377,3372364.7749,Federal,,888,Bureau of Ocean Energy Management,1417,,3
-9898583.3068,3415985.2166,Federal,,928,Bureau of Ocean Energy Management,1418,,A
-10253382.9444,3435424.0639,Federal,,937,Bureau of Ocean Energy Management,1419,,210
-10314839.6212,3257584.8561,Federal,,932,Bureau of Ocean Energy Management,1420,,A
-10542450.9347,3362143.2346,Federal,,919,Bureau of Ocean Energy Management,1421,,C(JUNCTION PLAT
-10071483.1943,3367109.7168,Federal,,950,Bureau of Ocean Energy Management,1422,,E
-10229336.2217,3386295.366,Federal,,952,Bureau of Ocean Energy Management,1423,,H
-10300164.8243,3245143.2791,Federal,,961,Bureau of Ocean Energy Management,1424,,A
-10055031.3364,3248083.5849,Federal,,811,Bureau of Ocean Energy Management,1425,,A-Prince TLP
-10226379.962,3416109.0233,Federal,,980,Bureau of Ocean Energy Management,1426,,CAIS. 212
-10228537.8975,3315654.8558,Federal,,993,Bureau of Ocean Energy Management,1427,,A
-10105039.2201,3369049.7883,Federal,,218,Bureau of Ocean Energy Management,1428,,10
-10551572.3422,3238493.9714,Federal,,940,Bureau of Ocean Energy Management,1429,,JP
